id,limit_balance,sex,education_level,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_payment_next_month,predicted_default_payment_next_month
24994.0,460000.0,1,1,1,49.0,0.0,0.0,0.0,0.0,0,0,293429.0,295998.0,295807.0,291616.0,289529.0,289449.0,13200.0,14000.0,11500.0,10500.0,10500.0,10000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.879228949546814"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.12077102065086365"",
      ""value"": ""1""
    }
  }]
}"
24321.0,780000.0,1,1,1,48.0,0.0,0.0,0.0,0.0,0,0,171459.0,178587.0,190663.0,195124.0,184872.0,191090.0,10000.0,15004.0,10000.0,8000.0,10028.0,7003.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.96513056755065918"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.034869350492954254"",
      ""value"": ""1""
    }
  }]
}"
24381.0,170000.0,1,1,1,34.0,0.0,0.0,0.0,0.0,0,0,53145.0,52131.0,45987.0,35377.0,29141.0,21955.0,2005.0,2000.0,1514.0,1006.0,1000.0,220.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.92247319221496582"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.077526792883872986"",
      ""value"": ""1""
    }
  }]
}"
29842.0,320000.0,1,1,1,47.0,0.0,0.0,0.0,0.0,0,0,162701.0,132087.0,120285.0,124565.0,89699.0,62805.0,20000.0,15000.0,10000.0,22500.0,20000.0,20000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.954072117805481"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.045927833765745163"",
      ""value"": ""1""
    }
  }]
}"
1255.0,290000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,194301.0,199451.0,198684.0,87700.0,88621.0,53243.0,10744.0,6000.0,1573.0,1629.0,3129.0,105423.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.86712402105331421"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.13287602365016937"",
      ""value"": ""1""
    }
  }]
}"
20986.0,500000.0,1,1,1,30.0,0.0,0.0,0.0,0.0,0,0,74797.0,75753.0,78031.0,78946.0,76689.0,77968.0,2800.0,3500.0,2818.0,2743.0,3000.0,10000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.97184783220291138"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.028152231127023697"",
      ""value"": ""1""
    }
  }]
}"
24975.0,240000.0,1,1,1,35.0,0.0,0.0,0.0,0.0,0,0,188964.0,183744.0,168683.0,155064.0,148969.0,148619.0,8000.0,6017.0,6900.0,5250.0,5400.0,6200.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.89542508125305176"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.10457491874694824"",
      ""value"": ""1""
    }
  }]
}"
4684.0,340000.0,1,1,1,48.0,0.0,0.0,0.0,0.0,0,0,321046.0,329563.0,335012.0,197797.0,201935.0,140812.0,13690.0,12693.0,6100.0,6300.0,5100.0,5400.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.84017711877822876"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.15982283651828766"",
      ""value"": ""1""
    }
  }]
}"
9848.0,360000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,14591.0,14828.0,14250.0,13780.0,15077.0,14009.0,3005.0,3024.0,4004.0,4008.0,3008.0,2024.0,1,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.95523154735565186"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.044768445193767548"",
      ""value"": ""1""
    }
  }]
}"
12219.0,380000.0,1,1,1,55.0,0.0,0.0,0.0,0.0,0,0,126880.0,130324.0,152869.0,137442.0,82800.0,42083.0,7000.0,25390.0,10000.0,20000.0,1659.0,1600.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.95014935731887817"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.049850616604089737"",
      ""value"": ""1""
    }
  }]
}"
7808.0,180000.0,1,1,1,42.0,0.0,0.0,0.0,0.0,0,0,124064.0,121847.0,82809.0,81755.0,81316.0,81206.0,5087.0,2891.0,3755.0,2941.0,3206.0,2837.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.90504103899002075"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.094958990812301636"",
      ""value"": ""1""
    }
  }]
}"
8165.0,290000.0,1,1,1,56.0,0.0,0.0,0.0,0.0,0,0,222000.0,226917.0,415700.0,232732.0,220460.0,224780.0,10013.0,8501.0,15018.0,10001.0,7997.0,7624.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.83267515897750854"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.16732481122016907"",
      ""value"": ""1""
    }
  }]
}"
4825.0,200000.0,1,1,1,31.0,0.0,0.0,0.0,0.0,0,0,160292.0,119080.0,113723.0,109447.0,75423.0,22919.0,6036.0,4002.0,4005.0,3002.0,1002.0,1002.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.904885470867157"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.095114544034004211"",
      ""value"": ""1""
    }
  }]
}"
11687.0,240000.0,1,1,1,53.0,0.0,0.0,0.0,0.0,0,0,232943.0,236437.0,133385.0,136654.0,136639.0,123951.0,9700.0,5000.0,5500.0,5500.0,5000.0,5000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.867680549621582"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.13231940567493439"",
      ""value"": ""1""
    }
  }]
}"
1939.0,290000.0,1,1,1,40.0,0.0,0.0,0.0,0.0,0,0,98441.0,95169.0,93718.0,89712.0,82809.0,76334.0,4000.0,4250.0,5000.0,3241.0,3500.0,7000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.95200002193450928"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.048000000417232513"",
      ""value"": ""1""
    }
  }]
}"
25092.0,300000.0,1,1,1,55.0,0.0,0.0,0.0,0.0,0,0,127480.0,130168.0,134080.0,126996.0,127820.0,130325.0,4810.0,6164.0,6069.0,4425.0,4412.0,4123.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.92582899332046509"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.074171006679534912"",
      ""value"": ""1""
    }
  }]
}"
12020.0,180000.0,1,1,1,35.0,0.0,0.0,0.0,0.0,0,0,170128.0,172258.0,138807.0,132806.0,135603.0,137803.0,7187.0,5000.0,4749.0,5141.0,4916.0,4000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.88009631633758545"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.11990367621183395"",
      ""value"": ""1""
    }
  }]
}"
29556.0,100000.0,1,1,1,33.0,0.0,0.0,0.0,0.0,0,0,49415.0,50851.0,49528.0,50604.0,40966.0,40308.0,2284.0,1961.0,2037.0,1434.0,1469.0,1483.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.883106529712677"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.116893470287323"",
      ""value"": ""1""
    }
  }]
}"
16965.0,200000.0,1,1,1,53.0,0.0,0.0,0.0,0.0,0,0,66012.0,68099.0,70387.0,71929.0,58133.0,40500.0,2500.0,2700.0,2242.0,2093.0,1300.0,0.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.91984349489212036"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.080156460404396057"",
      ""value"": ""1""
    }
  }]
}"
966.0,500000.0,1,1,1,36.0,0.0,0.0,0.0,0.0,0,0,294827.0,292920.0,291760.0,288024.0,274632.0,266669.0,20007.0,20026.0,20020.0,10017.0,15024.0,10002.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.90753173828125"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.092468231916427612"",
      ""value"": ""1""
    }
  }]
}"
6777.0,80000.0,1,1,1,46.0,0.0,0.0,0.0,0.0,0,0,78861.0,77719.0,45961.0,29537.0,29758.0,30153.0,2435.0,1463.0,1039.0,1068.0,1267.0,1000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.84753400087356567"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.15246592462062836"",
      ""value"": ""1""
    }
  }]
}"
16919.0,320000.0,1,1,1,51.0,0.0,0.0,0.0,0.0,0,0,483184.0,290784.0,277482.0,282869.0,253903.0,249866.0,20373.0,13000.0,11160.0,8418.0,8325.0,8602.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.83150631189346313"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.16849371790885925"",
      ""value"": ""1""
    }
  }]
}"
9894.0,90000.0,1,1,1,53.0,0.0,0.0,0.0,0.0,0,0,23551.0,23607.0,22132.0,63204.0,19412.0,18099.0,2400.0,1582.0,770.0,1696.0,820.0,520.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.87220501899719238"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.12779493629932404"",
      ""value"": ""1""
    }
  }]
}"
15016.0,50000.0,1,1,1,47.0,0.0,0.0,0.0,0.0,0,0,47695.0,49550.0,51636.0,53561.0,53283.0,53057.0,2657.0,2743.0,2668.0,1712.0,1762.0,1894.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.83445388078689575"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.16554608941078186"",
      ""value"": ""1""
    }
  }]
}"
18121.0,380000.0,1,1,1,37.0,0.0,0.0,0.0,0.0,0,0,83852.0,88996.0,77202.0,70542.0,65765.0,58355.0,13014.0,5068.0,2100.0,1947.0,2000.0,1600.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.96926617622375488"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.030733844265341759"",
      ""value"": ""1""
    }
  }]
}"
9591.0,20000.0,1,1,1,40.0,0.0,0.0,0.0,0.0,0,0,30832.0,17896.0,17258.0,18981.0,19496.0,18594.0,3500.0,1500.0,2000.0,800.0,800.0,700.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.78853237628936768"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.21146762371063232"",
      ""value"": ""1""
    }
  }]
}"
3007.0,160000.0,1,1,1,44.0,0.0,0.0,0.0,0.0,0,0,156400.0,157923.0,158746.0,153208.0,154163.0,155344.0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.868720293045044"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.13127967715263367"",
      ""value"": ""1""
    }
  }]
}"
6564.0,70000.0,1,1,1,39.0,0.0,0.0,0.0,0.0,0,0,67474.0,68750.0,59186.0,48178.0,46197.0,48444.0,3100.0,7172.0,10000.0,1662.0,3000.0,1350.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.87223678827285767"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.12776319682598114"",
      ""value"": ""1""
    }
  }]
}"
29950.0,280000.0,1,1,1,39.0,0.0,0.0,0.0,0.0,0,0,55050.0,51417.0,47069.0,40939.0,44290.0,70573.0,1652.0,2144.0,1666.0,5015.0,32013.0,12.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.94677340984344482"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.053226545453071594"",
      ""value"": ""1""
    }
  }]
}"
9183.0,50000.0,1,1,2,24.0,0.0,0.0,0.0,0.0,0,0,42058.0,35340.0,22110.0,19837.0,19855.0,20151.0,1367.0,1606.0,692.0,709.0,721.0,692.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.856909453868866"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.14309047162532806"",
      ""value"": ""1""
    }
  }]
}"
27015.0,220000.0,1,1,2,38.0,0.0,0.0,0.0,0.0,0,0,209044.0,211453.0,217237.0,198681.0,202479.0,206221.0,7705.0,9656.0,7189.0,7404.0,7490.0,7517.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.88034361600875854"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.11965633183717728"",
      ""value"": ""1""
    }
  }]
}"
29184.0,30000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,26061.0,27104.0,28076.0,25991.0,25429.0,26234.0,1780.0,1752.0,1666.0,800.0,1161.0,3128.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.83006703853607178"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.16993290185928345"",
      ""value"": ""1""
    }
  }]
}"
2709.0,200000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,16811.0,21290.0,20207.0,23858.0,33236.0,33337.0,5023.0,4007.0,5001.0,10020.0,5073.0,5064.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.9611932635307312"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.038806591182947159"",
      ""value"": ""1""
    }
  }]
}"
5403.0,50000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,48559.0,47008.0,15435.0,10235.0,9119.0,8237.0,2573.0,2000.0,500.0,459.0,500.0,500.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.84957456588745117"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.15042538940906525"",
      ""value"": ""1""
    }
  }]
}"
5099.0,120000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,19544.0,24230.0,28022.0,29249.0,29926.0,35357.0,5000.0,4200.0,2000.0,1300.0,6000.0,6000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.94015729427337646"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.059842653572559357"",
      ""value"": ""1""
    }
  }]
}"
26633.0,10000.0,1,1,2,25.0,0.0,0.0,0.0,0.0,0,0,5642.0,6652.0,7683.0,9040.0,9222.0,9580.0,1112.0,1143.0,1500.0,324.0,500.0,377.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.79062610864639282"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.20937387645244598"",
      ""value"": ""1""
    }
  }]
}"
6144.0,470000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,393780.0,371511.0,318025.0,248281.0,254175.0,256613.0,15107.0,13111.0,10000.0,10014.0,9598.0,10044.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.8737608790397644"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.1262391209602356"",
      ""value"": ""1""
    }
  }]
}"
20366.0,50000.0,1,1,2,23.0,0.0,0.0,0.0,0.0,0,0,34376.0,35300.0,32106.0,32994.0,18220.0,18755.0,1806.0,1612.0,1500.0,652.0,828.0,957.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.863431453704834"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.13656854629516602"",
      ""value"": ""1""
    }
  }]
}"
27314.0,310000.0,1,1,2,45.0,0.0,0.0,0.0,0.0,0,0,313268.0,278821.0,283847.0,290135.0,293350.0,300623.0,10010.0,11500.0,11015.0,11000.0,12000.0,23035.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.86186689138412476"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.13813306391239166"",
      ""value"": ""1""
    }
  }]
}"
13438.0,360000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,163150.0,150666.0,173353.0,156875.0,64965.0,36290.0,50122.0,50181.0,20609.0,30291.0,30121.0,30092.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.971298336982727"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.028701718896627426"",
      ""value"": ""1""
    }
  }]
}"
11401.0,170000.0,1,1,2,27.0,0.0,0.0,0.0,0.0,0,0,127902.0,131631.0,133090.0,130937.0,134043.0,137023.0,5631.0,5090.0,4937.0,5043.0,5023.0,11939.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.91586041450500488"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.084139570593833923"",
      ""value"": ""1""
    }
  }]
}"
14835.0,200000.0,1,1,2,37.0,0.0,0.0,0.0,0.0,0,0,118134.0,126591.0,134110.0,139209.0,135902.0,138997.0,15034.0,20038.0,20019.0,5014.0,10047.0,10238.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.949665904045105"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.050334129482507706"",
      ""value"": ""1""
    }
  }]
}"
23908.0,20000.0,1,1,2,22.0,0.0,0.0,0.0,0.0,0,0,19231.0,20235.0,21579.0,22231.0,22301.0,21687.0,1331.0,1675.0,1327.0,800.0,783.0,777.0,1,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.83059698343276978"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.16940295696258545"",
      ""value"": ""1""
    }
  }]
}"
12254.0,150000.0,1,1,2,28.0,0.0,0.0,0.0,0.0,0,0,28416.0,37392.0,44547.0,52871.0,57877.0,64020.0,10000.0,10008.0,10012.0,10002.0,8006.0,7005.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.96267294883728027"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.037327032536268234"",
      ""value"": ""1""
    }
  }]
}"
16710.0,170000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,138811.0,136227.0,136893.0,122820.0,120550.0,102054.0,5505.0,4849.0,4614.0,4600.0,3704.0,4506.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.89966690540313721"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.10033311694860458"",
      ""value"": ""1""
    }
  }]
}"
12442.0,460000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,362816.0,372284.0,380257.0,386847.0,301231.0,325831.0,15325.0,16000.0,15000.0,11000.0,30000.0,20004.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.86759781837463379"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.13240216672420502"",
      ""value"": ""1""
    }
  }]
}"
2064.0,140000.0,1,1,2,55.0,0.0,0.0,0.0,0.0,0,0,65640.0,66998.0,68201.0,68866.0,65781.0,66850.0,2800.0,3000.0,2500.0,2350.0,2400.0,2400.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.91135489940643311"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.088645152747631073"",
      ""value"": ""1""
    }
  }]
}"
27221.0,100000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,26650.0,26127.0,26608.0,24689.0,25699.0,26809.0,2000.0,2000.0,2000.0,1700.0,1500.0,1500.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.90766513347625732"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.0923347994685173"",
      ""value"": ""1""
    }
  }]
}"
8163.0,200000.0,1,1,2,31.0,0.0,0.0,0.0,0.0,0,0,151819.0,154914.0,157776.0,160520.0,163878.0,167872.0,6000.0,5769.0,5411.0,5603.0,6367.0,4500.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.90850812196731567"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.091491907835006714"",
      ""value"": ""1""
    }
  }]
}"
16547.0,100000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,100544.0,101167.0,101007.0,97862.0,79099.0,79812.0,4511.0,3711.0,3685.0,2797.0,2897.0,3046.0,1,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.88596129417419434"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.11403867602348328"",
      ""value"": ""1""
    }
  }]
}"
27383.0,180000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,52160.0,46545.0,43604.0,43571.0,19360.0,20650.0,3022.0,3005.0,3002.0,3004.0,3000.0,0.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.94292348623275757"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.057076510041952133"",
      ""value"": ""1""
    }
  }]
}"
12199.0,200000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,170707.0,159654.0,162208.0,162357.0,144236.0,127362.0,6017.0,8000.0,5800.0,5200.0,5000.0,5000.0,0,"{
  ""predicted_default_payment_next_month"": [{
    ""tables"": {
      ""score"": ""0.90772747993469238"",
      ""value"": ""0""
    }
  }, {
    ""tables"": {
      ""score"": ""0.092272490262985229"",
      ""value"": ""1""
    }
  }]
}"
